Her Fearful Symmetry                                          (p=0.1569)  [Fiction, Fantasy, Ghost, Contemporary, Adult]
Founding Brothers: The Revolutionary Generation               (p=0.1450)  [Historical, American, Non-Fict, Non, Politics]
The Next Best Thing                                           (p=0.1450)  [Chick Lit, Fiction, Adult, Contemporary, Chic]
نادي السيارات                                                 (p=0.1450)  [Novel, Fiction, Arab, Arabic, Historical]
Pirate Latitudes                                              (p=0.1449)  [Historical, Fiction, Adventure, Pirate, Thriller]
Friday                                                        (p=0.1449)  [Science Fiction, Fiction, Sf, Fantasy, Speculative]
The Courts of Chaos (The Chronicles of Amber #5)              (p=0.1449)  [Fantasy, Science Fiction, Fiction, Sf, Epic]
A Wedding in December                                         (p=0.1449)  [Fiction, Chick Lit, Contemporary, Adult, Novel]
Aurora                                                        (p=0.1449)  [Science Fiction, Fiction, Sf, Space, Sword]
The Moviegoer                                                 (p=0.1449)  [Fiction, Classics, Southern, Novel, Literary Fiction]
Island of the Blue Dolphins (Island of the Blue Dolphins, #1)  (p=0.1449)  [Children, Young, Historical, Fiction, Classics]
The Walking Dead, Vol. 09: Here We Remain                     (p=0.1449)  [Graphic Novels, Comic, Horror, Zombies, Fiction]
2 ضباط                                                        (p=0.1449)  [Novel, Arab, Arabic, Fiction, Thriller]
Babylon's Ashes (The Expanse, #6)                             (p=0.1449)  [Science Fiction, Space, Fiction, Sf, Expanse]
The Windup Girl                                               (p=0.1449)  [Science Fiction, Dystopian, Fiction, Cyberpunk, Sf]
Revelation Space                                              (p=0.1449)  [Science Fiction, Space, Fiction, Sf, Hard]
I am Charlotte Simmons                                        (p=0.1448)  [Fiction, Contemporary, Novel, Literary, Coming]
Better Than Before: Mastering the Habits of Our Everyday Lives  (p=0.1448)  [Non-Fict, Non, Self, Psychology, Personal]
Rainbows End                                                  (p=0.1448)  [Science Fiction, Fiction, Sf, Cyberpunk, Speculative]
The Old Curiosity Shop                                        (p=0.1448)  [Classics, Fiction, Literary Fiction, 19Th, Victorian]
Rama Revealed (Rama, #4)                                      (p=0.1448)  [Science Fiction, Fiction, Sf, Space, Novel]
The Last Girl (The Dominion Trilogy, #1)                      (p=0.1448)  [Dystopian, Science Fiction, Young, Fiction, Thriller]
Love You Forever                                              (p=0.1448)  [Children, Picture, Kids, Fiction, Classics]
Snow Crash                                                    (p=0.1447)  [Science Fiction, Fiction, Cyberpunk, Sf, Dystopian]
The Christmas Wedding                                         (p=0.1447)  [Christmas, Fiction, Chick Lit, Holiday, Adult]
Abaddon's Gate (The Expanse, #3)                              (p=0.1447)  [Science Fiction, Space, Fiction, Sf, Expanse]
The Flight of Gemma Hardy                                     (p=0.1447)  [Historical, Fiction, Adult, Retelling, Coming]
Stella Bain                                                   (p=0.1447)  [Historical, Fiction, Adult, War, Wwi]
I Was So Mad                                                  (p=0.1447)  [Children, Picture, Kids, Fiction, Fantasy]
Confess                                                       (p=0.1447)  [New, Contemporary, Fiction, Young, Chick Lit]
The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win  (p=0.1447)  [Business, Fiction, Non, Tech, Technology]
Blood on Snow (Blood on Snow, #1)                             (p=0.1447)  [Crime, Mystery, Thriller, Fiction, Scandinavian]
The Children of Men                                           (p=0.1447)  [Science Fiction, Dystopian, Fiction, Post, Thriller]
The Buddha in the Attic                                       (p=0.1447)  [Historical, Fiction, Adult, Japanese, Asian]
The Last Colony (Old Man's War #3)                            (p=0.1446)  [Science Fiction, Fiction, Space, Sf, Military]
The Door Into Summer                                          (p=0.1446)  [Science Fiction, Fiction, Time, Sf, Classics]
The Slap                                                      (p=0.1446)  [Fiction, Australian, Contemporary, Modern, Novel]
My Booky Wook                                                 (p=0.1446)  [Biography, Memoir, Non, Non-Fict, Auto]
Eternal Kiss of Darkness (Night Huntress World, #2)           (p=0.1446)  [Paranormal, Urban Fiction, Vampires, Fantasy, Adult]
Old Man's War (Old Man's War, #1)                             (p=0.1446)  [Science Fiction, Fiction, Space, Sf, Military]
فلتغفري                                                       (p=0.1446)  [Novel, Arabic, Arab, Fiction, Romantic]
Singularity Sky (Eschaton, #1)                                (p=0.1446)  [Science Fiction, Fiction, Sf, Space, Singularity]
Beatrice and Virgil                                           (p=0.1446)  [Fiction, Contemporary, Novel, Anime, Holocaust]
Split Infinity  (Apprentice Adept #1)                         (p=0.1445)  [Fantasy, Science Fiction, Fiction, Sf, Apprentice]
The Lady and the Unicorn                                      (p=0.1445)  [Historical, Fiction, Art, Adult, Medieval]
Fever (Breathless, #2)                                        (p=0.1445)  [Bdsm, Erotica, Erótica, Contemporary, Alpha]
Cujo                                                          (p=0.1445)  [Horror, Fiction, Thriller, Adult, Novel]
المرحوم                                                       (p=0.1445)  [Novel, Arab, Arabic, Horror, Fiction]
The Fever                                                     (p=0.1445)  [Fiction, Mystery, Young, Thriller, Young Adult]
Son of a Witch (The Wicked Years, #2)                         (p=0.1445)  [Fantasy, Adult, Fiction, Retelling, Witches]
Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice  (p=0.1445)  [Non, Religion, Spirituality, Buddhism, Philosophy]
California                                                    (p=0.1444)  [Dystopian, Science Fiction, Fiction, Post, Adult]
The Postmistress                                              (p=0.1444)  [Historical, Fiction, World, Wwii, 1800S]
Novecento. Un monologo                                        (p=0.1444)  [Narrativa, Novel, Italiana, Contemporary, Italian]
Lucky Us                                                      (p=0.1444)  [Fiction, Historical, Adult, Literary, Family]
The Marriage Plot                                             (p=0.1444)  [Fiction, Contemporary, Literary, Adult, Novel]
La Mécanique du cœur                                          (p=0.1444)  [Fantasy, Fiction, Steampunk, Young, Historical]
After the Night                                               (p=0.1444)  [Contemporary, Thriller, Mystery, Adult, Alpha]
The Diamond Age: or, A Young Lady's Illustrated Primer        (p=0.1444)  [Science Fiction, Fiction, Cyberpunk, Sf, Steampunk]
Queen of Fire (Raven's Shadow, #3)                            (p=0.1444)  [Fantasy, Epic, Fiction, High, Adult]
The Flanders Panel                                            (p=0.1444)  [Mystery, Fiction, Historical, Thriller, Spanish]
The Kitchen House                                             (p=0.1444)  [Historical, Fiction, Adult, Slavery, Southern]
The Little Friend                                             (p=0.1444)  [Fiction, Mystery, Contemporary, Literary, Novel]
Stranger than Fiction                                         (p=0.1443)  [Essay, Biography, Fiction, Contemporary, Memoir]
Crush (Crush, #1)                                             (p=0.1443)  [Young, Young Adult, Contemporary, New, High]
Embassytown                                                   (p=0.1443)  [Science Fiction, Fiction, Fantasy, Sf, Speculative]
Frog Music                                                    (p=0.1443)  [Historical, Fiction, Mystery, Abandoned, Adult]
Pygmy                                                         (p=0.1443)  [Fiction, Contemporary, Humor, Abandoned, Thriller]
Falling Man                                                   (p=0.1443)  [Fiction, Contemporary, Novel, Literary Fiction, Literary]
Fifty Shades of Grey (Fifty Shades, #1)                       (p=0.1443)  [Fiction, Abandoned, Alpha, New, Erótica]
Dune Road                                                     (p=0.1443)  [Chick Lit, Fiction, Chic, Contemporary, Beach]
1/4 جرام                                                      (p=0.1443)  [Novel, Arabic, Fiction, Literary Fiction, Egypt]
Under the Never Sky (Under the Never Sky, #1)                 (p=0.1443)  [Dystopian, Young, Young Adult, Science Fiction, Fantasy]
1493: Uncovering the New World Columbus Created               (p=0.1443)  [Historical, Non, Non-Fict, Science Fiction, American]
A Portrait of the Artist as a Young Man                       (p=0.1443)  [Classics, Fiction, Irish, Literary Fiction, Novel]
The Water-Method Man                                          (p=0.1443)  [Fiction, Novel, Contemporary, Literary, Humor]
Why We Get Fat: And What to Do About It                       (p=0.1443)  [Non, Food, Non-Fict, Science Fiction, Self]
The Forest House (Avalon, #2)                                 (p=0.1442)  [Fantasy, Historical, Fiction, Arthurian, Avalon]
The Inheritance of Loss                                       (p=0.1442)  [Fiction, Historical, Novel, Contemporary, Indian]
The Samurai's Garden                                          (p=0.1442)  [Historical, Fiction, Asian, Japanese, Novel]
Zodiac                                                        (p=0.1442)  [Science Fiction, Fiction, Thriller, Sf, Mystery]
Barefoot in Paris                                             (p=0.1442)  [Cookbook, Cooks, Food, Cook, Non]
El coronel no tiene quien le escriba                          (p=0.1442)  [Fiction, Latin, Classics, Spanish, Literary Fiction]
A Million Little Pieces                                       (p=0.1442)  [Non, Biography, Memoir, Fiction, Contemporary]
3001: The Final Odyssey (Space Odyssey, #4)                   (p=0.1442)  [Science Fiction, Fiction, Sf, Space, Classics]
Las batallas en el desierto                                   (p=0.1442)  [Fiction, Latin, Spanish, Literary Fiction, Novela]
The Woman in Black                                            (p=0.1442)  [Horror, Fiction, Ghost, Gothic, Classics]
The Buried Giant                                              (p=0.1442)  [Fantasy, Fiction, Historical, Literary, Abandoned]
Arthur & George                                               (p=0.1442)  [Historical, Mystery, Fiction, Literary, Novel]
Solar                                                         (p=0.1442)  [Fiction, Contemporary, Science Fiction, Literary, Novel]
Sleeping Arrangements                                         (p=0.1442)  [Chick Lit, Fiction, Contemporary, Chic, Adult]
The Satanic Verses                                            (p=0.1442)  [Fiction, Fantasy, Classics, Literary Fiction, Novel]
The Walking Dead, Vol. 01: Days Gone Bye                      (p=0.1441)  [Graphic Novels, Zombies, Comic, Comics, Fiction]
Falling Free (Vorkosigan Saga, #4)                            (p=0.1441)  [Science Fiction, Fiction, Space, Sf, Fantasy]
Sex and the City                                              (p=0.1441)  [Chick Lit, Fiction, Contemporary, Adult, Chic]
